langle,rangle,lsangle,rsangle,lhangle,rhangle,lkangle,rkangle,class
112.33231656031924,162.35564430196965,50.32367638142293,89.68034553064608,144.84533343539167,144.41560768404415,153.66576438490173,158.3074452059594,0
160.84165895017,122.28515385705292,52.46270714559408,53.94546922629583,145.17000500472582,157.2801142619705,177.85734644438537,176.39442844633356,0
176.4349156671748,130.33835229901533,58.163355398878856,85.01836882871429,144.84358057776254,149.17048157700464,155.1289379078124,172.88388509012756,0
133.81732174684788,146.69666514585322,41.46892671752767,37.68401985653106,179.34213875999728,177.79958474688203,163.4395229223978,162.57933602045262,0
112.64333391258016,138.14344515360304,13.559640605893133,24.082690824503437,178.00879648569045,163.39819199744443,162.21525637652465,162.57554051320855,0
113.15772828335226,102.18855033148714,14.715317394847691,28.980178340346978,175.99080223855628,164.7727210004071,144.04675380617653,173.8894628532002,0
113.15772828335226,102.18855033148714,14.715317394847691,28.980178340346978,175.99080223855628,164.7727210004071,144.04675380617653,173.8894628532002,0
70.98415161507629,111.07224820656799,3.0923942503652486,10.721768814185372,169.63284830292724,157.3306544335749,171.03717903248548,152.14828936993527,0
59.703087369957245,158.97135167263846,57.30629868354928,48.77172842908916,179.4594210210214,174.33315842233498,169.81662288300444,171.36754232608791,0
84.12694819628712,163.05950705186055,64.64777102832113,29.97379248472228,168.59808993996677,148.7442533684453,162.15327223501617,172.89659072561489,0
82.83357095709232,156.96320609138408,53.92652120178674,11.590251085553948,177.87250933692735,151.21575747519805,151.05544697299985,172.8191825240097,0
78.68110571726612,179.09805100757853,57.29371753273203,41.33260522715388,125.5212145553007,141.45015753884067,175.96681434585392,176.69735445423146,0
80.93085644965902,138.28533636441387,73.72829640475842,65.85838850358785,136.11992701046594,146.08771516812772,176.92369581510107,177.98210908146146,0
80.47791125513976,168.54272142781466,48.29181868938554,11.690703487308232,136.6897792794819,125.66397194398283,170.19090203887635,176.81722715444423,0
85.39193284756362,113.98802234312446,53.0317653486861,20.39556434093151,132.71646107345535,136.94794045478048,179.94486115578002,176.31525317944502,0
82.05601494220815,162.18090546921687,61.31731154475707,28.424931552559045,169.1451465618341,148.29560191386255,161.68276711147467,170.1630220546399,0
92.97726602465059,106.57414601109551,34.20525932538466,21.064296864294327,175.10960706226328,161.03339584256693,143.04670454661846,165.59953515659677,0
81.74844437258912,162.1163034354064,61.28767615976876,28.440986287117223,169.17008723312145,148.35848815180933,161.4330863247318,169.9007860018946,0
112.33231656031924,162.35564430196965,50.32367638142293,89.68034553064608,144.84533343539167,144.41560768404415,153.66576438490173,158.3074452059594,0
176.4349156671748,130.33835229901533,58.163355398878856,85.01836882871429,144.84358057776254,149.17048157700464,155.1289379078124,172.88388509012756,0
122.02833296691749,168.4530161440512,17.210877690537814,24.530952082190424,172.7499012008307,150.37090311163402,167.4786892525748,176.99482054053988,0
122.02833296691749,168.4530161440512,17.210877690537814,24.530952082190424,172.7499012008307,150.37090311163402,167.4786892525748,176.99482054053988,0
122.02833296691749,168.4530161440512,17.210877690537814,24.530952082190424,172.7499012008307,150.37090311163402,167.4786892525748,176.99482054053988,0
143.64095174522478,124.6850106628215,8.414894282809323,16.715241854386477,158.24715938747443,151.55629524933394,167.24108663714077,176.93266843601683,1
147.46947993415876,133.9575010633904,3.6546249725354856,20.63055310430348,166.20928075623945,147.14304696130023,173.16012452595433,179.73132208995725,1
101.55590357376451,84.36453076932823,34.581491251433924,44.96273375210642,152.76800046866836,179.4256011521255,167.35610162378356,169.48344044224194,1
175.11070482471922,137.63383519125517,47.675122924076376,13.66376677138496,151.39978133837312,177.38577749644236,125.36588401597811,161.95200504045772,1
175.11070482471922,137.63383519125517,47.675122924076376,13.66376677138496,151.39978133837312,177.38577749644236,125.36588401597811,161.95200504045772,1
145.3772265798272,58.3611583706926,55.526396538681375,34.36246711874563,172.28204816314218,166.9364509667498,177.94521566197736,175.31649001195376,1
122.08149087668232,115.46908186516113,84.31480416713227,95.52212030914905,125.08254218988162,165.3557492738717,146.254031116823,176.53176477790444,1
81.01587188496929,142.55389772754344,41.507196949668014,49.14253423134728,129.89690665166165,159.0942055887874,174.87546842478844,169.2809316229731,1
119.50328641493195,115.85899572758142,77.50916524537328,93.87168305870786,147.58462254421352,167.97052337902136,173.4365597765276,179.42222402792103,1
116.67013495192585,139.8432778652447,78.13142142345448,93.36741360897541,149.57637068246854,169.96538588923053,175.0540306123343,174.27901938198121,1
126.33348572078205,124.21461389351236,81.72873364698911,97.97653767166204,145.42872429129173,168.7454629001423,172.01891200697443,178.84828050313135,1
117.18707626012225,176.7880200041986,3.1001414703857897,55.9534856638967,172.32327915933485,170.33816404660033,151.7793093036789,157.3316864402669,1
106.68409134217006,93.77067543512132,15.878888708878984,25.748006584041814,160.25996465408954,160.8503330424167,176.12307413913857,179.87003399627397,1
98.08304866818655,132.7935372047429,0.8514890691011078,49.14217268177695,172.32397831850963,177.10116856596295,151.35656882729654,148.86966972322122,1
98.08304866818655,132.7935372047429,0.8514890691011078,49.14217268177695,172.32397831850963,177.10116856596295,151.35656882729654,148.86966972322122,1
88.60019213381295,132.4821341906481,7.107425787499372,45.780599521694,166.31088003463717,170.83509099676087,164.2523237299593,156.13987862613513,1
88.60019213381295,132.4821341906481,7.107425787499372,45.780599521694,166.31088003463717,170.83509099676087,164.2523237299593,156.13987862613513,1
95.47022669620142,129.51924686933305,3.795011121270197,45.56145139349701,167.15836410829692,172.34822994684106,153.64711113651097,154.28955051299988,1
101.55590357376451,84.36453076932823,34.581491251433924,44.96273375210642,152.76800046866836,179.4256011521255,167.35610162378356,169.48344044224194,1
143.1608299651394,42.19311382011093,51.95264882908987,30.038317844337232,177.90128362067236,156.86414810902946,168.6899246588563,177.08345525859872,1
82.09775160408651,19.709808331781648,21.705231050533857,46.1002268418292,173.66301106456208,175.56973334512787,171.48471416279685,162.6499799400499,1
124.57331432647405,121.29817002201627,21.47716037031481,7.625188880383491,137.56182373103582,175.59793791090533,173.57390712266718,172.91801977755378,1
